composition,band_gap,minimum AtomicVolume,mean AtomicVolume,avg_dev AtomicVolume,range AtomicVolume,mean AtomicWeight,avg_dev AtomicWeight,range AtomicWeight,minimum MolarVolume,mean MolarVolume,avg_dev MolarVolume,mean SpaceGroupNumber,avg_dev SpaceGroupNumber,mean CovalentRadius,maximum Density,mean Density,avg_dev Density,range Density,avg_dev Column,maximum Electronegativity,mean Electronegativity,avg_dev Electronegativity,mean ElectronAffinity,avg_dev ElectronAffinity,range ElectronAffinity,avg_dev FirstIonizationEnergy,mean BoilingT,mean MeltingT,avg_dev MeltingT,range MeltingT,minimum ThermalConductivity,avg_dev ThermalConductivity,range ThermalConductivity,mode ThermalConductivity,minimum LogThermalConductivity,mean LogThermalConductivity,avg_dev LogThermalConductivity,range LogThermalConductivity,mode LogThermalConductivity,mean HeatVaporization,range HeatVaporization,mode HeatVaporization,mean HeatFusion,range HeatFusion,mean FusionEnthalpy,avg_dev FusionEnthalpy,mean GSbandgap,minimum GSenergy_pa,mean GSenergy_pa,avg_dev GSenergy_pa,range GSenergy_pa,avg_dev GSestBCClatcnt,mean GSestFCClatcnt,maximum NUnfilled,mean NUnfilled,avg_dev NUnfilled,avg_dev NValence,mean NdValence,avg_dev NdValence,maximum NfUnfilled,mean NpUnfilled,avg_dev NpUnfilled,avg_dev NpValence,maximum ZungerPP-r_sigma,mean ZungerPP-r_sigma
Cs5Bi1P4Se12,1.85,27.2088046258276,48.27844004083284,31.44435262140508,90.2472111820964,88.40557761363635,31.188563074380166,178.006638,16.42,29.14227272727273,18.99896694214876,60.59090909090909,76.5495867768595,147.0909090909091,9780.0,3831.590909090909,1617.9380165289258,7957.0,5.1652892561983474,2.55,2.060454545454545,0.5811570247933883,133.9409090909091,66.6099173553719,149.5,2.172612561983471,921.2272727272727,420.43409090909086,91.52334710743804,242.81,0.236,12.33090909090909,35.764,0.52,-0.627087997,0.1258313923636363,0.7208740125289257,2.183390498,-0.283996656,38.48181818181818,147.6,26.0,7.999818181818181,16.45,7.999818181818181,4.115173553719008,0.7312727272727273,-5.4005090425,-3.249925717727273,1.0887723898760333,4.545882582500001,0.8545966139256198,5.367728460363637,3.0,2.0,0.4545454545454545,6.876033057851239,5.909090909090909,4.834710743801653,0.0,1.7727272727272727,0.8057851239669421,1.3016528925619832,4.31,1.9966818181818176
Gd1In3S6,1.13,26.0826581603887,27.429697356300004,1.124005391501352,6.967066153418099,69.4094,44.813280000000006,125.185,15.53,16.036,0.7728000000000014,103.1,39.72,125.2,7901.0,4159.1,2638.92,5941.0,2.64,2.58,2.202,0.4536,133.67000000000002,79.596,171.1,2.1517392000000006,1486.432,520.5409999999999,213.0918,1197.64,0.205,33.7062,81.795,0.205,-0.688246139,0.2653357407,1.14429825564,2.602059991,-0.688246139,105.38,295.2,9.8,2.9869,7.949,2.9869,1.51908,1.3212,-4.65442131,-3.72381275025,0.6342064741500002,1.98761935,0.0548615945999996,4.696701279,16.0,4.3,2.76,3.0,3.1,4.140000000000001,7.0,2.7,1.38,1.56,3.91,1.666
In0.8P0.8Ga0.2As0.2,1.4,19.6105134830824,25.852159912838,2.07396812108312,8.6036083335588,72.7811648,34.0575552,83.84423799999999,11.8,15.587,1.2848,79.4,65.0,123.70000000000002,7310.0,4816.299999999999,2394.6400000000003,5487.0,1.0,2.19,1.987,0.2009999999999999,51.05,22.15,49.1,2.2590619,1495.8000000000002,438.1110000000001,130.37780000000004,787.0899999999999,0.236,34.805600000000005,81.764,0.236,-0.627087997,0.8308271422000002,1.16633211136,2.540901849,-0.627087997,125.8,243.6,12.4,11.7349,21.149,11.7349,7.985100000000001,0.65,-5.4005090425,-3.99323884275,1.2573462142500005,2.7337070825000005,0.0598648043199999,4.501051221000001,5.0,4.0,1.0,4.0,6.0,4.800000000000001,0.0,4.0,1.0,1.0,2.05,1.6269999999999998
Li8Ge1N4,2.61,21.5440580798753,5735.769946730506,7911.833243008183,18570.954908538926,14.16883076923077,8.995564497041421,65.699,13.02,13.226923076923075,0.2546745562130174,217.92307692307693,14.721893491124256,109.84615384615384,5323.0,739.0772307692308,705.2188875739646,5321.749,6.532544378698225,3.04,1.693076923076923,0.8776331360946745,47.98461538461538,25.22130177514793,112.0,3.776270674556213,1255.526153846154,391.7784615384616,202.29443786982245,1148.35,0.02583,35.01858130177515,84.97417,85.0,-1.587875594,0.8355384832307693,1.4913317398343198,3.51729452,1.929418926,117.0123076923077,331.21,147.0,4.796923076923077,36.585,4.796923076923077,4.945088757396449,2.010076923076923,-8.21144121,-4.032376897307692,2.6615261382248523,6.3415543,0.0696443097751479,4.037233082076923,4.0,1.8461538461538465,1.0414201183431953,2.745562130177515,0.7692307692307693,1.4201183431952662,0.0,1.2307692307692308,1.5147928994082842,1.3254437869822484,1.61,1.276923076923077
Cd1S1,2.52,21.580025455795,24.373285625233105,2.793260169438101,5.586520338876202,72.238,40.173,80.346,13.0,14.265,1.2649999999999997,132.0,62.0,124.5,8650.0,5305.0,3345.0,6690.0,2.0,2.58,2.135,0.445,100.0,100.0,200.0,0.6830950000000007,878.86,491.29,102.93,205.86,0.205,48.3975,96.795,0.205,-0.688246139,0.6492627975,1.3375089365,2.675017873,-0.688246139,54.9,90.2,9.8,3.9655,4.489,3.9655,2.2445,1.101,-4.09721671875,-2.454695471875,1.642521246875,3.28504249375,0.165681492,4.481039065,2.0,1.0,1.0,3.0,5.0,5.0,0.0,1.0,1.0,2.0,2.215,1.6575
Al1Sb1,1.6,16.5944245175099,23.3929239806495,6.798499463139599,13.596998926279198,74.3707693,47.3892307,94.7784614,10.0,14.095,4.095000000000001,195.5,29.5,130.0,6697.0,4698.5,1998.5,3997.0,1.0,2.05,1.83,0.2199999999999998,72.85,30.35,60.7,1.311311,2326.0,918.625,14.845000000000027,29.69000000000005,24.0,105.5,211.0,24.0,1.380211242,1.875639552,0.49542831,0.99085662,1.380211242,180.5,225.0,68.0,15.25,9.079999999999998,15.25,4.539999999999999,0.0,-4.11736234,-3.93139273,0.1859696099999999,0.3719392199999998,0.3876720790000001,4.528042749,5.0,4.0,1.0,6.0,5.0,5.0,0.0,4.0,1.0,1.0,1.765,1.72
Ag1Sb1Se2,0.62,17.0756479498908,25.421170161333777,4.172761105721486,13.115775493898298,96.88705,17.927050000000005,42.80000000000001,10.27,15.325,2.5275000000000007,104.75,90.75,131.0,10490.0,6706.25,1891.875,5671.0,1.75,2.55,2.27,0.2799999999999999,154.7,40.3,91.8,0.8300400000000001,1552.75,781.6775,287.6775,740.9300000000001,0.52,158.12,429.48,0.52,-0.283996656,0.8614215964999999,1.1454182524999998,2.9174651120000004,-0.283996656,93.75,229.0,26.0,11.1175,13.099999999999998,11.1175,4.4275,0.3995,-4.11736234,-3.45608493,0.3453456849999999,1.3519687799999995,0.2311873108750002,4.6098685935,3.0,2.0,0.5,1.75,10.0,0.0,0.0,1.75,0.875,1.375,2.375,1.6774999999999998
Cs1Rb1P2Se8,2.41,27.2088046258276,40.34963735773358,21.56628215623876,90.2472111820964,76.00006465833333,15.008767552777776,101.9316899,16.42,24.34166666666667,13.002777777777778,47.833333333333336,60.38888888888889,136.5,4819.0,3800.75,1357.6666666666667,3287.0,4.111111111111111,2.55,2.1991666666666667,0.4677777777777776,149.70000000000002,60.4,149.5,1.6288148611111104,889.6666666666666,433.3875,80.81666666666668,192.41000000000005,0.236,12.92688888888889,57.764,0.52,-0.627087997,-0.0172015622499999,0.5590222699166666,2.390515991,-0.283996656,30.816666666666663,59.6,26.0,7.906666666666666,16.45,7.906666666666666,3.544444444444444,0.8035,-5.4005090425,-3.3654429041666667,0.8188207205555557,4.545882582500001,0.6127282731111108,5.11867910325,3.0,2.0,0.3333333333333333,5.777777777777779,6.666666666666667,4.444444444444444,0.0,1.8333333333333333,0.6111111111111112,1.1111111111111112,4.31,1.7641666666666669
Mo1Te2,1.1,15.5008806878023,27.804752710965563,8.202581348775512,18.45580803474489,117.05333333333331,14.062222222222225,31.64,9.38,16.76666666666667,4.924444444444444,177.66666666666666,34.22222222222222,143.33333333333334,10280.0,7586.666666666667,1795.5555555555557,4040.0,4.444444444444445,2.16,2.12,0.0266666666666666,150.76666666666665,52.577777777777776,118.29999999999998,0.8520755555555558,2478.0,1447.1066666666666,965.928888888889,2173.34,3.0,60.44444444444444,136.0,3.0,0.477121255,1.0324191033333332,0.740397131111111,1.665893545,0.477121255,232.0,552.0,48.0,24.08,20.1,24.08,8.933333333333332,0.3093333333333333,-10.84610777,-5.70957092778,3.4243578948133333,7.70480526333,0.4256936573333331,4.778508606333333,6.0,3.333333333333333,1.777777777777778,4.444444444444445,8.333333333333334,2.222222222222222,0.0,1.3333333333333333,0.888888888888889,1.777777777777778,2.72,2.02
Mg3B50C8,2.7,7.29776726528474,8.28124525038444,1.6122589919667216,15.92452583034196,11.631977049180326,1.345864015049717,13.494,4.39,4.980655737704918,0.9682880945982264,171.04918032786884,8.277344799784995,85.75409836065573,2460.0,2398.262295081968,101.20935232464387,722.0,1.0416554689599573,2.55,2.070983606557377,0.1256436441816716,42.06885245901639,29.3327600107498,153.9,0.6834988228970712,4133.426229508197,2471.3606557377047,354.5283525933887,2900.0,27.0,35.01746842246708,133.0,27.0,1.431363764,1.5631077448688526,0.2159737391292663,0.7727562189999999,1.431363764,515.639344262295,587.0,507.0,56.96131147540984,108.92,56.96131147540984,15.852770760548244,1.838819672131148,-9.209713655,-6.757203834073772,0.6432812645052414,7.667441345,0.1097357183316313,3.101522658229508,5.0,4.622950819672131,0.6181134103735554,0.2407954850846546,0.0,0.0,0.0,4.622950819672131,0.6181134103735554,0.2407954850846547,2.03,0.8354098360655737
In1P1,1.45,26.0826581603887,27.14838998851495,1.0657318281262498,2.1314636562525,72.895881,41.922119,83.84423799999999,15.76,16.39,0.6299999999999999,70.5,68.5,124.5,7310.0,4566.5,2743.5,5487.0,1.0,2.19,1.985,0.2049999999999999,50.45,21.55,43.1,2.350165,1449.25,373.525,56.225,112.45,0.236,40.882000000000005,81.764,0.236,-0.627087997,0.6433629275000001,1.2704509245,2.540901849,-0.627087997,121.2,217.6,12.4,10.9155,15.249,10.9155,7.624499999999999,0.8125,-5.4005090425,-4.03365550125,1.3668535412500002,2.7337070825000005,0.0433635454999998,4.540697736,5.0,4.0,1.0,4.0,5.0,5.0,0.0,4.0,1.0,1.0,2.05,1.645
Ba1Cd1Sn1S4,2.3,21.580025455795,31.74032508160565,9.493987598025582,43.3892562189002,70.95828571428571,44.44946938775509,105.262,13.0,18.51,5.614285714285713,120.57142857142856,57.795918367346935,131.14285714285714,8650.0,3901.428571428572,2330.612244897959,6690.0,3.5102040816326534,2.58,2.1228571428571428,0.5224489795918368,131.60714285714286,78.16326530612244,200.0,1.556020571428572,1275.554285714286,521.82,157.30857142857144,611.64,0.205,31.9330612244898,96.795,0.205,-0.688246139,0.330733498,1.1645481565714284,2.675017873,-0.688246139,81.31428571428572,280.2,9.8,3.909142857142857,5.429,3.909142857142857,2.500734693877551,1.2582857142857142,-4.09721671875,-3.2979443500000003,1.1029120614285717,3.28504249375,0.3611665217551021,4.924815336857143,4.0,1.7142857142857142,0.979591836734694,3.183673469387755,2.857142857142857,4.081632653061225,0.0,1.7142857142857142,0.979591836734694,1.6326530612244898,3.402,1.6995714285714285
Zn1Se1,2.7,15.2056837348025,21.20724418031505,6.00156044551255,12.0031208910251,72.16999999999999,6.789999999999999,13.579999999999998,9.16,12.79,3.630000000000001,104.0,90.0,121.0,7140.0,5979.5,1160.5,2321.0,2.0,2.55,2.1,0.4499999999999999,97.5,97.5,195.0,0.1790954999999998,1069.0,593.3399999999999,99.33999999999996,198.67999999999995,0.52,59.74,119.48,0.52,-0.283996656,0.897592295,1.1815889510000002,2.3631779020000003,-0.283996656,72.5,93.0,26.0,6.879,0.3779999999999992,6.879,0.1889999999999996,0.3995,-3.47079191,-2.3553959125,1.1153959974999998,2.230791995,0.3474923915000001,4.26002819,2.0,1.0,1.0,2.0,10.0,0.0,0.0,1.0,1.0,2.0,1.88,1.5825
Pb1I2,2.56,30.3414230127393,38.5530459833357,5.474415313730932,12.3174344558946,153.6696466666667,35.686902222222216,80.29552999999999,18.26,23.23333333333333,3.315555555555554,117.66666666666669,71.55555555555556,141.33333333333334,11340.0,7073.333333333333,2844.444444444444,6400.0,1.3333333333333333,2.66,2.5500000000000003,0.1466666666666666,208.5,115.59999999999998,260.1,1.348724444444444,978.8666666666668,458.1033333333333,95.00444444444442,213.76,0.449,15.356,34.551,0.449,-0.347753659,0.2828535753333334,0.8408096457777777,1.891821703,-0.347753659,73.26666666666667,157.1,20.9,6.764666666666667,2.986,6.764666666666667,1.327111111111111,0.7080000000000001,-3.62902961,-2.213278148333333,0.9438343077777778,2.1236271925,0.259401014222222,5.316825755333333,4.0,2.0,1.3333333333333333,4.888888888888889,10.0,0.0,0.0,2.0,1.3333333333333333,1.3333333333333333,2.09,1.7533333333333332
Ag1In1Te2,0.93,17.0756479498908,27.76792088884348,6.188767833703724,16.881040772656398,119.47155,8.128449999999997,19.7318,10.27,16.7375,3.7225000000000006,167.0,29.0,140.75,10490.0,7570.0,1460.0,4250.0,2.0,2.1,1.9775,0.1225,133.725,56.475,161.29999999999998,1.1641525000000004,1825.5,777.5,228.71500000000003,805.1800000000001,3.0,150.25,427.0,3.0,0.477121255,1.3753812045,0.8982599495000001,2.156347201,0.477121255,145.25,207.0,48.0,12.33775,14.089,12.33775,5.042249999999999,0.232,-3.14130250667,-2.928700133335,0.2126023733350001,0.4745005466700003,0.3450379602499999,4.746043316250001,5.0,2.5,1.25,2.0,10.0,0.0,0.0,2.25,1.375,1.75,2.375,1.94125
As1Te1,0.74,21.723965737178,27.8403272298626,6.1163614926846,12.2327229853692,101.2608,26.3392,52.6784,12.95,16.705,3.755000000000001,159.0,7.0,128.5,6240.0,5983.5,256.5,513.0,0.5,2.18,2.14,0.04,134.1,56.1,112.2,0.3894999999999999,1074.0,906.33,183.67,367.34,3.0,23.5,47.0,3.0,0.477121255,1.0880456295,0.6109243744999999,1.2218487489999998,0.477121255,40.2,15.6,32.4,20.91,7.060000000000002,20.91,3.530000000000001,0.232,-4.650889115,-3.896095810835,0.7547933041649999,1.5095866083299998,0.2861453204999997,4.8202433935,3.0,2.5,0.5,0.5,10.0,0.0,0.0,2.5,0.5,0.5,1.67,1.5425
Pb2O3,1.67,30.3414230127393,11167.454869098736,8909.690756868798,18561.855743476663,92.47964,91.776288,191.2006,17.36,17.72,0.4320000000000007,97.2,102.24,98.0,11340.0,4536.8574,5442.514079999999,11338.571,0.9600000000000002,3.44,2.996,0.5327999999999999,98.64,50.832,105.9,2.9766816,862.86,273.124,261.9888,545.8100000000001,0.02658,16.787241599999998,34.97342,0.02658,-1.575445023,-0.3276397962,1.49736627216,3.119513067,-1.575445023,73.24600000000001,174.59,3.41,2.0416,4.554,2.0416,2.1859200000000003,0.0,-4.756791905,-4.305686987,0.5413259016000002,1.127762295,0.5759866031999998,3.9194665004,4.0,2.8,0.96,10.56,4.0,4.8,0.0,2.8,0.96,0.96,2.09,1.1149999999999998
Sm2Zr1Se5,1.41,23.2659432691915,28.40295055304124,2.7769342299794806,10.6908757438087,98.343,26.0085,71.40000000000002,14.02,17.01,1.485,74.5,75.625,146.375,7353.0,5664.0,1056.25,2534.0,5.9375,2.55,2.0525,0.6218749999999998,139.5125,69.359375,153.9,1.7712296875,1703.0,911.0,521.25,1634.0,0.52,7.4125,22.48,0.52,-0.283996656,0.2712039075,0.694000704375,1.645724492,-0.283996656,132.5,554.0,26.0,8.96125,14.31,8.96125,3.0096875,0.499375,-8.545958555,-4.415834671875,1.1813034523437502,5.075166645,0.12919386025,4.777896936125,8.0,4.25,2.8125,4.375,6.5,4.375,8.0,1.25,0.9375,1.875,4.14,2.19125
Ba5Ga2Se8,2.51,19.6105134830824,38.78252482308411,17.457837901074065,45.3587681916128,97.18406666666668,26.76195555555556,67.604,11.8,23.050666666666665,10.072888888888883,92.33333333333331,91.11111111111111,151.93333333333334,5904.0,4527.333333333333,678.2222222222224,2394.0,5.955555555555557,2.55,1.898,0.6954666666666666,112.50333333333332,87.99644444444445,181.05,2.148253013333333,1555.5333333333333,637.188,241.87466666666663,697.0899999999999,0.52,10.2656,28.48,0.52,-0.283996656,0.4619456848666666,0.7956718302577777,1.746394654,-0.283996656,94.66666666666669,230.0,26.0,6.686000000000001,1.535,6.686000000000001,0.2935999999999996,0.4261333333333333,-3.47079191,-2.8938971456666667,0.6469165904444445,1.54726965,0.6112205474666664,5.180881648933334,5.0,1.7333333333333334,1.1555555555555557,5.955555555555557,6.666666666666667,4.444444444444444,0.0,1.7333333333333334,1.1555555555555557,1.848888888888889,3.402,2.045333333333333
In0.1As0.1Ga0.9P0.9,2.25,19.6105134830824,23.91141707975396,4.089558371261995,8.6036083335588,54.8005229,21.44408481,83.84423799999999,11.8,14.4045,2.4895,44.95,38.655,116.1,7310.0,4129.0,2075.4,5487.0,1.0,2.19,1.998,0.1909999999999999,50.75,21.85,49.1,2.21943705,1525.325,355.082,80.95859999999998,787.0899999999999,0.236,17.568179999999998,81.764,0.236,-0.627087997,0.55652869325,1.065255021225,2.540901849,-0.627087997,133.9,243.6,12.4,12.2428,21.149,12.2428,6.8872,0.7312500000000001,-5.4005090425,-4.151628509,1.1739185407500003,2.7337070825000005,0.1054473659550001,4.3728245033,5.0,4.0,1.0,4.05,5.5,4.95,0.0,4.0,1.0,1.0,2.05,1.4940000000000002
Sn0.5Ga1Zn3.5O6,2.99,15.2056837348025,10149.045163465666,9210.711276025891,18576.9914827546,41.264036363636365,27.561421487603308,102.7106,9.16,14.19681818181818,3.641033057851239,80.5,77.72727272727273,92.22727272727272,7310.0,3141.5976363636364,3425.6385123966943,7308.571,1.7851239669421488,3.44,2.655,0.8563636363636363,84.41363636363636,63.8111570247934,141.0,2.5328223966942147,780.4636363636364,300.7845454545455,268.34677685950413,637.88,0.02658,50.54317487603305,119.97342,0.02658,-1.575445023,0.0181726929545454,1.738492053768595,3.654626269,-1.575445023,76.17818181818183,286.59,3.41,3.2016363636363634,6.930000000000001,3.2016363636363634,3.2526942148760325,0.0,-4.756791905,-3.44304818,1.4802657827272725,3.51679199,0.2819931072396693,3.6404000926818174,5.0,1.7272727272727273,1.0991735537190082,3.173553719008264,4.545454545454546,4.958677685950414,0.0,1.7272727272727273,1.0991735537190082,1.7851239669421484,1.88,1.0913636363636363
Cu2Se1,1.3,11.8299419318999,16.956229496542466,6.83505008619009,15.3788626939277,68.684,6.8506666666666645,15.413999999999994,7.11,10.213333333333331,4.137777777777778,154.66666666666666,93.7777777777778,128.0,8920.0,7553.0,1822.6666666666667,4101.0,2.222222222222222,2.55,2.1166666666666667,0.2888888888888889,143.93333333333334,34.044444444444444,76.6,0.9004488888888892,2452.6666666666665,1069.8466666666666,383.8977777777778,863.77,0.52,177.5466666666667,399.48,400.0,-0.283996656,1.6400411086666666,1.2826918431111112,2.886056647,2.602059991,208.66666666666663,274.0,300.0,11.296666666666669,6.909999999999999,11.296666666666669,3.0711111111111102,0.2663333333333333,-3.68065482,-3.610700516666667,0.0932724044444444,0.20986291,0.4092037866666668,3.924494472333334,2.0,1.3333333333333333,0.4444444444444444,2.222222222222222,10.0,0.0,0.0,0.6666666666666666,0.888888888888889,1.777777777777778,2.04,1.788333333333333
Cu1In5S8,1.34,11.8299419318999,25.68397136365807,1.97914706167974,15.336603862771302,63.86828571428572,36.39265306122449,82.753,7.11,15.010714285714284,1.1286734693877558,105.71428571428572,40.81632653061224,120.14285714285714,8920.0,4367.857142857143,2751.836734693878,6960.0,1.6326530612244898,2.58,2.245714285714286,0.3820408163265306,133.06428571428572,76.49795918367347,171.1,2.08178612244898,1476.197142857143,472.38571428571424,126.48346938775504,969.41,0.205,66.02204081632654,399.795,0.205,-0.688246139,0.4760828670714286,1.3306617212244898,3.29030613,-0.688246139,109.17142857142858,290.2,9.8,3.1302142857142856,11.879,3.1302142857142856,1.6105306122448977,1.2582857142857142,-4.09721671875,-3.5565998835714288,0.6355699454081635,1.4304147587500005,0.1174617218775512,4.573768595071429,5.0,3.0,1.4285714285714286,3.26530612244898,4.285714285714286,4.8979591836734695,0.0,2.9285714285714284,1.479591836734694,1.5510204081632657,2.05,1.5064285714285717
Ba1Ga2Ge1Se6,2.81,19.6105134830824,29.010411277818424,7.191774079375358,45.3587681916128,82.3173,11.001940000000006,67.604,11.8,17.391000000000002,4.1538,66.6,64.16,129.9,5904.0,4955.5,452.9,2394.0,2.68,2.55,2.182,0.4415999999999999,136.075,70.71000000000001,181.05,1.66798368,1593.8,578.1220000000001,211.03120000000004,908.49,0.52,16.0704,59.48,0.52,-0.283996656,0.4254239815,0.8513047650000001,2.062147906,-0.283996656,114.2,308.0,26.0,9.537,31.355,9.537,5.480600000000001,0.5177,-4.616039545,-3.3388823870000004,0.4137228591999998,2.692517285,0.2519522705599995,4.7488162535,5.0,2.6,1.2400000000000002,2.68,9.0,1.8,0.0,2.6,1.2400000000000002,1.44,3.402,1.6062
Ga0.25Al0.75As1,2.42,16.5944245175099,19.53620624804051,2.206336297897959,5.1295412196680985,56.294251975,21.98453503125,47.9400614,10.0,11.7,1.275,175.375,37.21875,120.125,5904.0,4614.0,1435.5,3204.0,1.0,2.18,1.92,0.26,58.55,19.45,49.1,1.8997243750000004,1800.125,932.915,157.50125000000003,787.0899999999999,29.0,88.6875,206.0,50.0,1.462397998,1.9214352,0.3372244964999999,0.908669864,1.698970004,158.075,260.6,32.4,16.934375000000003,18.855,16.934375000000003,7.505625,0.0,-4.650889115,-4.1065101403125,0.5443789746875001,1.6386338125000002,0.1483093396250001,4.272864821624999,5.0,4.0,1.0,5.4375,6.25,4.6875,0.0,4.0,1.0,1.0,1.695,1.5475
Cs2Cu3Dy1Te4,1.38,11.8299419318999,43.77856121472723,29.470981837278707,105.62607387602412,112.93489038,29.633334228,98.954,7.11,26.406,17.813599999999997,193.5,33.2,162.8,8920.0,6402.9,1939.88,7041.0,5.12,2.1,1.69,0.454,125.7,51.6,144.7,1.6313129999999998,1937.2,925.213,411.4916000000001,1383.41,3.0,162.3,397.0,3.0,0.477121255,1.386866268,0.7968907269999999,2.124938736,0.477121255,150.2,252.0,48.0,12.585,15.29,12.585,4.445,0.1856,-4.60155445333,-2.991798186001,0.8548686904004,3.74692799333,0.81135842948,5.1809029284,4.0,1.7,0.7,4.1,7.0,4.2,4.0,0.8,0.96,1.92,4.31,2.5089999999999995
Rb1.54Cd1.54Bi2.46S6,1.33,21.580025455795,36.93144620047156,14.868741541167482,71.06092638918071,87.62696152512999,58.35301176767421,176.9154,13.0,21.79315424610052,9.065674603293797,95.40207972270365,61.97254669914607,134.71750433275562,9780.0,4462.658578856153,3384.6041047790973,8248.0,3.603813425685356,2.58,2.1069844020797226,0.4918706390852104,129.68613518197574,73.1166705213424,200.0,1.8082633762033349,1031.792027729636,438.96630849220105,86.38779307299755,281.76000000000005,0.205,29.360602410724216,96.795,0.205,-0.688246139,0.335132765610052,1.0641721711716312,2.675017873,-0.688246139,62.15597920277297,150.2,9.8,4.383254766031196,9.385,4.383254766031196,3.353750595472308,1.1448873483535529,-4.09721671875,-3.214287069454073,1.241892535341169,3.28504249375,0.4570693385855843,5.045201221863086,3.0,1.812824956672444,0.7007800461960357,7.915843918673352,3.466204506065858,4.5294942765574655,0.0,1.6793760831889082,0.896443385827008,1.4515166897446603,4.1,1.840357019064125
Cu2Cd1Sn1S4,1.4,11.8299419318999,22.609109720043023,5.646854960133569,15.336603862771302,60.809125,28.744125,86.645,7.11,13.20375,3.0978125,133.125,63.125,120.875,8920.0,5205.0,3245.0,6960.0,2.0,2.58,2.22125,0.35875,143.0125,56.9875,200.0,1.2061925000000009,1648.235,671.0350000000001,343.36750000000006,969.41,0.205,139.69875,399.795,0.205,-0.688246139,0.7829977453750001,1.4712438843750002,3.29030613,-0.688246139,128.65,290.2,9.8,5.930499999999999,11.879,5.930499999999999,4.2095,1.101,-4.09721671875,-3.56542472875,0.6883126259375001,3.28504249375,0.36848823815625,4.40166668825,4.0,1.75,0.8125,3.0,5.0,5.0,0.0,1.5,1.125,1.75,2.215,1.571875
Cu1Ga1Se2,1.36,11.8299419318999,21.464516166659376,5.744288459168225,15.3788626939277,72.79724999999999,6.162749999999997,15.413999999999994,7.11,12.9375,3.482500000000001,79.25,72.875,123.5,8920.0,6115.5,1402.25,4101.0,2.0,2.55,2.2025,0.3474999999999999,134.325,60.675,166.1,1.44477475,1898.25,662.1700000000001,347.8,1054.86,0.52,146.245,399.48,0.52,-0.283996656,0.87411616925,1.15811282525,2.886056647,-0.283996656,152.0,274.0,26.0,8.14125,8.015,8.14125,2.729375,0.3995,-3.68065482,-3.408623485625,0.1981840915624999,0.6683995175000002,0.3239595397500001,4.28967772575,5.0,2.5,1.25,2.0,10.0,0.0,0.0,2.25,1.375,1.75,2.04,1.57625
Li2In2Ge1Se6,2.3,21.5440580798753,25.5606578743502,1.987796560171163,5.664746545952301,71.81072727272728,23.588991735537185,107.877,13.02,15.42818181818182,1.2026446280991738,95.0,88.36363636363636,125.45454545454544,7310.0,4538.818181818182,1455.9338842975203,6775.0,4.198347107438017,2.55,2.075454545454545,0.5176859504132231,133.27272727272728,67.33884297520662,166.1,1.835341685950413,1523.7272727272727,540.2072727272728,122.0350413223141,781.6500000000001,0.52,38.81652892561984,84.48,0.52,-0.283996656,0.7055124427272728,1.079464471338843,2.213415582,-0.283996656,113.0909090909091,308.0,26.0,8.15109090909091,33.94,8.15109090909091,5.234347107438016,0.4706363636363637,-4.616039545,-3.137651704090909,0.6322234684297521,2.746152635,0.1473807460495869,4.544553400090909,5.0,2.5454545454545454,1.1570247933884297,4.198347107438017,8.181818181818182,2.9752066115702487,0.0,2.363636363636364,1.2561983471074385,1.586776859504132,2.05,1.508181818181818
Ga1P1,2.78,19.6105134830824,23.9123176498618,4.3018041667794,8.6036083335588,50.348381,19.374619,38.749238,11.8,14.41,2.6099999999999994,33.0,31.0,114.5,5904.0,3863.5,2040.5,4081.0,1.0,2.19,2.0,0.1899999999999999,50.45,21.55,43.1,2.2436945,1515.25,310.105,7.194999999999993,14.389999999999986,0.236,14.382,28.764,0.236,-0.627087997,0.4176550005,1.0447429975,2.089485995,-0.627087997,134.2,243.6,12.4,12.0625,12.954999999999998,12.0625,6.477499999999999,0.8125,-5.4005090425,-4.2063821725,1.1941268700000005,2.388253740000001,0.1035206340000001,4.355635267,5.0,4.0,1.0,4.0,5.0,5.0,0.0,4.0,1.0,1.0,1.695,1.4675
Zn1Te1,2.23,15.2056837348025,24.58118622867485,9.37550249387235,18.7510049877447,96.49,31.11,62.22,9.16,14.81,5.65,173.0,21.0,130.0,7140.0,6690.0,450.0,900.0,2.0,2.1,1.875,0.2250000000000001,95.1,95.1,190.2,0.1922994999999998,1220.5,707.67,14.990000000000007,29.98000000000001,3.0,58.5,117.0,3.0,0.477121255,1.2781512505,0.8010299955,1.602059991,0.477121255,83.5,71.0,48.0,12.224,10.312,12.224,5.156,0.232,-3.14130250667,-2.190651210835,0.950651295835,1.90130259167,0.5391404064999998,4.5014895585,2.0,1.0,1.0,2.0,10.0,0.0,0.0,1.0,1.0,2.0,1.88,1.775
